event_id,vehicle_id,timestamp,scene_type,weather,road_type,ego_speed,brake_acc,steering_angle,takeover,aeb_triggered,lane_confidence,object_type,object_confidence,ttc,lateral_offset,perception_status,planning_status,log_text
EVT_0106,VH_035,2026-01-01T20:22:00,雨天车道线置信度下降,雨,城市快速路,73.43,-0.84,7.90,false,false,0.513,none,0.129,7.91,-0.301,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0107,VH_036,2026-01-01T20:29:00,雨天车道线置信度下降,雨,城市快速路,43.80,-2.46,-4.22,false,false,0.311,none,0.028,4.88,-0.051,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0108,VH_001,2026-01-01T20:36:00,雨天车道线置信度下降,雨,城市快速路,59.06,-1.62,2.02,true,false,0.415,none,0.080,6.44,0.198,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0109,VH_002,2026-01-01T20:43:00,雨天车道线置信度下降,雨,城市快速路,74.33,-0.79,8.27,false,false,0.519,none,0.132,8.00,-0.287,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0110,VH_003,2026-01-01T20:50:00,雨天车道线置信度下降,雨,城市快速路,44.69,-2.41,-3.86,false,false,0.317,none,0.031,4.97,-0.037,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0111,VH_004,2026-01-01T20:57:00,雨天车道线置信度下降,雨,城市快速路,59.96,-1.58,2.39,false,false,0.421,none,0.083,6.53,0.213,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0112,VH_005,2026-01-01T21:04:00,雨天车道线置信度下降,雨,城市快速路,75.22,-0.74,8.63,false,false,0.525,none,0.135,3.50,-0.272,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0113,VH_006,2026-01-01T21:11:00,雨天车道线置信度下降,雨,城市快速路,45.59,-2.36,-3.49,false,false,0.323,none,0.034,5.06,-0.022,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0114,VH_007,2026-01-01T21:18:00,雨天车道线置信度下降,雨,城市快速路,60.86,-1.53,2.76,false,false,0.427,none,0.086,6.62,0.228,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0115,VH_008,2026-01-01T21:25:00,雨天车道线置信度下降,雨,城市快速路,76.12,-0.69,9.00,true,false,0.531,none,0.138,3.59,-0.257,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0116,VH_009,2026-01-01T21:32:00,雨天车道线置信度下降,雨,城市快速路,46.49,-2.31,-3.12,false,false,0.329,none,0.037,5.15,-0.007,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0117,VH_010,2026-01-01T21:39:00,雨天车道线置信度下降,雨,城市快速路,61.76,-1.48,3.12,false,false,0.433,none,0.089,6.71,0.242,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0118,VH_011,2026-01-01T21:46:00,雨天车道线置信度下降,雨,城市快速路,77.02,-0.64,-9.00,false,false,0.537,none,0.141,3.68,-0.242,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0119,VH_012,2026-01-01T21:53:00,雨天车道线置信度下降,雨,城市快速路,47.39,-2.26,-2.76,false,false,0.335,none,0.040,5.24,0.007,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0120,VH_013,2026-01-01T22:00:00,雨天车道线置信度下降,雨,城市快速路,62.65,-1.43,3.49,false,false,0.439,none,0.092,6.81,0.257,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0121,VH_014,2026-01-01T22:07:00,雨天车道线置信度下降,雨,城市快速路,77.92,-0.60,-8.63,false,false,0.543,none,0.144,3.78,-0.228,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0122,VH_015,2026-01-01T22:14:00,雨天车道线置信度下降,雨,城市快速路,48.29,-2.21,-2.39,true,false,0.341,none,0.043,5.34,0.022,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0123,VH_016,2026-01-01T22:21:00,雨天车道线置信度下降,雨,城市快速路,63.55,-1.38,3.86,false,false,0.445,none,0.095,6.90,0.272,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0124,VH_017,2026-01-01T22:28:00,雨天车道线置信度下降,雨,城市快速路,78.82,-0.55,-8.27,false,false,0.549,none,0.147,3.87,-0.213,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0125,VH_018,2026-01-01T22:35:00,雨天车道线置信度下降,雨,城市快速路,49.18,-2.16,-2.02,false,false,0.347,none,0.046,5.43,0.037,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0126,VH_019,2026-01-01T22:42:00,雨天车道线置信度下降,雨,城市快速路,64.45,-1.33,4.22,false,false,0.451,none,0.098,6.99,0.287,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0127,VH_020,2026-01-01T22:49:00,雨天车道线置信度下降,雨,城市快速路,79.71,-0.50,-7.90,false,false,0.556,none,0.150,3.96,-0.198,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0128,VH_021,2026-01-01T22:56:00,雨天车道线置信度下降,雨,城市快速路,50.08,-2.11,-1.65,false,false,0.353,none,0.049,5.52,0.051,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0129,VH_022,2026-01-01T23:03:00,雨天车道线置信度下降,雨,城市快速路,65.35,-1.28,4.59,true,false,0.458,none,0.101,7.08,0.301,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0130,VH_023,2026-01-01T23:10:00,雨天车道线置信度下降,雨,城市快速路,80.61,-0.45,-7.53,false,false,0.562,none,0.000,4.05,-0.184,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0131,VH_024,2026-01-01T23:17:00,雨天车道线置信度下降,雨,城市快速路,50.98,-2.07,-1.29,false,false,0.360,none,0.052,5.61,0.066,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0132,VH_025,2026-01-01T23:24:00,雨天车道线置信度下降,雨,城市快速路,66.24,-1.23,4.96,false,false,0.464,none,0.104,7.17,0.316,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0133,VH_026,2026-01-01T23:31:00,雨天车道线置信度下降,雨,城市快速路,81.51,-0.40,-7.16,false,false,0.568,none,0.003,4.14,-0.169,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0134,VH_027,2026-01-01T23:38:00,雨天车道线置信度下降,雨,城市快速路,51.88,-2.02,-0.92,false,false,0.366,none,0.055,5.70,0.081,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0135,VH_028,2026-01-01T23:45:00,雨天车道线置信度下降,雨,城市快速路,67.14,-1.18,5.33,false,false,0.470,none,0.107,7.27,0.331,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0136,VH_029,2026-01-01T23:52:00,雨天车道线置信度下降,雨,城市快速路,82.41,-2.80,-6.80,true,false,0.574,none,0.006,4.23,-0.154,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0137,VH_030,2026-01-01T23:59:00,雨天车道线置信度下降,雨,城市快速路,52.78,-1.97,-0.55,false,false,0.372,none,0.058,5.80,0.096,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0138,VH_031,2026-01-02T00:06:00,雨天车道线置信度下降,雨,城市快速路,68.04,-1.13,5.69,false,false,0.476,none,0.110,7.36,0.345,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0139,VH_032,2026-01-02T00:13:00,雨天车道线置信度下降,雨,城市快速路,83.31,-2.75,-6.43,false,false,0.580,none,0.009,4.33,-0.140,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0140,VH_033,2026-01-02T00:20:00,雨天车道线置信度下降,雨,城市快速路,53.67,-1.92,-0.18,false,false,0.378,none,0.061,5.89,0.110,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0141,VH_034,2026-01-02T00:27:00,雨天车道线置信度下降,雨,城市快速路,68.94,-1.09,6.06,false,false,0.482,none,0.113,7.45,0.360,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0142,VH_035,2026-01-02T00:34:00,雨天车道线置信度下降,雨,城市快速路,84.20,-2.70,-6.06,false,false,0.280,none,0.012,4.42,-0.125,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0143,VH_036,2026-01-02T00:41:00,雨天车道线置信度下降,雨,城市快速路,54.57,-1.87,0.18,true,false,0.384,none,0.064,5.98,0.125,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0144,VH_001,2026-01-02T00:48:00,雨天车道线置信度下降,雨,城市快速路,69.84,-1.04,6.43,false,false,0.488,none,0.116,7.54,-0.360,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0145,VH_002,2026-01-02T00:55:00,雨天车道线置信度下降,雨,城市快速路,85.10,-2.65,-5.69,false,false,0.286,none,0.015,4.51,-0.110,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0146,VH_003,2026-01-02T01:02:00,雨天车道线置信度下降,雨,城市快速路,55.47,-1.82,0.55,false,false,0.390,none,0.067,6.07,0.140,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0147,VH_004,2026-01-02T01:09:00,雨天车道线置信度下降,雨,城市快速路,70.73,-0.99,6.80,false,false,0.494,none,0.119,7.63,-0.345,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0148,VH_005,2026-01-02T01:16:00,雨天车道线置信度下降,雨,城市快速路,86.00,-2.60,-5.33,false,false,0.292,none,0.018,4.60,-0.096,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0149,VH_006,2026-01-02T01:23:00,雨天车道线置信度下降,雨,城市快速路,56.37,-1.77,0.92,false,false,0.396,none,0.070,6.16,0.154,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0150,VH_007,2026-01-02T01:30:00,雨天车道线置信度下降,雨,城市快速路,71.63,-0.94,7.16,true,false,0.500,none,0.122,7.72,-0.331,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0151,VH_008,2026-01-02T01:37:00,夜间行人漏检,夜间,城市道路,22.00,-4.43,-5.51,true,true,0.713,pedestrian,0.223,1.33,-0.049,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0152,VH_009,2026-01-02T01:44:00,夜间行人漏检,夜间,城市道路,34.49,-3.18,1.43,false,false,0.790,pedestrian,0.327,2.02,0.103,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0153,VH_010,2026-01-02T01:51:00,夜间行人漏检,夜间,城市道路,46.98,-1.93,8.37,false,false,0.866,pedestrian,0.431,2.72,-0.193,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0154,VH_011,2026-01-02T01:58:00,夜间行人漏检,夜间,城市道路,22.73,-4.36,-5.10,false,false,0.718,pedestrian,0.229,1.37,-0.040,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0155,VH_012,2026-01-02T02:05:00,夜间行人漏检,夜间,城市道路,35.22,-3.11,1.84,false,false,0.794,pedestrian,0.333,2.07,0.112,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0156,VH_013,2026-01-02T02:12:00,夜间行人漏检,夜间,城市道路,47.71,-1.86,8.78,true,false,0.871,pedestrian,0.437,2.76,-0.184,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0157,VH_014,2026-01-02T02:19:00,夜间行人漏检,夜间,城市道路,23.47,-4.29,-4.69,false,false,0.722,pedestrian,0.235,1.41,-0.031,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0158,VH_015,2026-01-02T02:26:00,夜间行人漏检,夜间,城市道路,35.96,-3.04,2.24,false,false,0.799,pedestrian,0.339,2.11,0.121,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0159,VH_016,2026-01-02T02:33:00,夜间行人漏检,夜间,城市道路,48.45,-1.79,9.18,false,false,0.875,pedestrian,0.443,2.80,-0.175,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0160,VH_017,2026-01-02T02:40:00,夜间行人漏检,夜间,城市道路,24.20,-4.21,-4.29,false,true,0.727,pedestrian,0.241,1.45,-0.022,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0161,VH_018,2026-01-02T02:47:00,夜间行人漏检,夜间,城市道路,36.69,-2.96,2.65,true,false,0.803,pedestrian,0.345,2.15,0.130,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0162,VH_019,2026-01-02T02:54:00,夜间行人漏检,夜间,城市道路,49.18,-1.71,9.59,false,false,0.880,pedestrian,0.449,0.80,-0.166,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0163,VH_020,2026-01-02T03:01:00,夜间行人漏检,夜间,城市道路,24.94,-4.14,-3.88,false,false,0.731,pedestrian,0.247,1.49,-0.013,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0164,VH_021,2026-01-02T03:08:00,夜间行人漏检,夜间,城市道路,37.43,-2.89,3.06,false,false,0.808,pedestrian,0.351,2.19,0.139,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0165,VH_022,2026-01-02T03:15:00,夜间行人漏检,夜间,城市道路,49.92,-1.64,10.00,false,false,0.884,pedestrian,0.456,0.84,-0.157,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0166,VH_023,2026-01-02T03:22:00,夜间行人漏检,夜间,城市道路,25.67,-4.07,-3.47,true,false,0.736,pedestrian,0.253,1.53,-0.004,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0167,VH_024,2026-01-02T03:29:00,夜间行人漏检,夜间,城市道路,38.16,-2.82,3.47,false,false,0.812,pedestrian,0.358,2.23,0.148,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0168,VH_025,2026-01-02T03:36:00,夜间行人漏检,夜间,城市道路,50.65,-1.57,-10.00,false,false,0.889,pedestrian,0.462,0.88,-0.148,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0169,VH_026,2026-01-02T03:43:00,夜间行人漏检,夜间,城市道路,26.41,-3.99,-3.06,false,true,0.740,pedestrian,0.260,1.58,0.004,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0170,VH_027,2026-01-02T03:50:00,夜间行人漏检,夜间,城市道路,38.90,-2.74,3.88,false,false,0.817,pedestrian,0.364,2.27,0.157,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0171,VH_028,2026-01-02T03:57:00,夜间行人漏检,夜间,城市道路,51.39,-1.49,-9.59,true,false,0.893,pedestrian,0.468,0.92,-0.139,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0172,VH_029,2026-01-02T04:04:00,夜间行人漏检,夜间,城市道路,27.14,-3.92,-2.65,false,false,0.745,pedestrian,0.266,1.62,0.013,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0173,VH_030,2026-01-02T04:11:00,夜间行人漏检,夜间,城市道路,39.63,-2.67,4.29,false,false,0.821,pedestrian,0.370,2.31,0.166,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0174,VH_031,2026-01-02T04:18:00,夜间行人漏检,夜间,城市道路,52.12,-1.42,-9.18,false,false,0.898,pedestrian,0.474,0.96,-0.130,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0175,VH_032,2026-01-02T04:25:00,夜间行人漏检,夜间,城市道路,27.88,-3.84,-2.24,false,false,0.749,pedestrian,0.272,1.66,0.022,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0176,VH_033,2026-01-02T04:32:00,夜间行人漏检,夜间,城市道路,40.37,-2.60,4.69,true,false,0.826,pedestrian,0.376,2.35,0.175,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0177,VH_034,2026-01-02T04:39:00,夜间行人漏检,夜间,城市道路,52.86,-1.35,-8.78,false,false,0.902,pedestrian,0.480,1.00,-0.121,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0178,VH_035,2026-01-02T04:46:00,夜间行人漏检,夜间,城市道路,28.61,-3.77,-1.84,false,true,0.754,pedestrian,0.278,1.70,0.031,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0179,VH_036,2026-01-02T04:53:00,夜间行人漏检,夜间,城市道路,41.10,-2.52,5.10,false,false,0.830,pedestrian,0.382,2.39,0.184,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0180,VH_001,2026-01-02T05:00:00,夜间行人漏检,夜间,城市道路,53.59,-1.27,-8.37,false,false,0.907,pedestrian,0.180,1.04,-0.112,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0181,VH_002,2026-01-02T05:07:00,夜间行人漏检,夜间,城市道路,29.35,-3.70,-1.43,true,false,0.758,pedestrian,0.284,1.74,0.040,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0182,VH_003,2026-01-02T05:14:00,夜间行人漏检,夜间,城市道路,41.84,-2.45,5.51,false,false,0.835,pedestrian,0.388,2.43,0.193,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0183,VH_004,2026-01-02T05:21:00,夜间行人漏检,夜间,城市道路,54.33,-1.20,-7.96,false,false,0.911,pedestrian,0.186,1.09,-0.103,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0184,VH_005,2026-01-02T05:28:00,夜间行人漏检,夜间,城市道路,30.08,-3.62,-1.02,false,false,0.763,pedestrian,0.290,1.78,0.049,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0185,VH_006,2026-01-02T05:35:00,夜间行人漏检,夜间,城市道路,42.57,-2.38,5.92,false,false,0.839,pedestrian,0.394,2.47,0.202,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0186,VH_007,2026-01-02T05:42:00,夜间行人漏检,夜间,城市道路,55.06,-4.80,-7.55,true,false,0.916,pedestrian,0.192,1.13,-0.094,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0187,VH_008,2026-01-02T05:49:00,夜间行人漏检,夜间,城市道路,30.82,-3.55,-0.61,false,true,0.767,pedestrian,0.296,1.82,0.058,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0188,VH_009,2026-01-02T05:56:00,夜间行人漏检,夜间,城市道路,43.31,-2.30,6.33,false,false,0.844,pedestrian,0.400,2.51,0.211,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0189,VH_010,2026-01-02T06:03:00,夜间行人漏检,夜间,城市道路,55.80,-4.73,-7.14,false,false,0.920,pedestrian,0.198,1.17,-0.085,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0190,VH_011,2026-01-02T06:10:00,夜间行人漏检,夜间,城市道路,31.55,-3.48,-0.20,false,false,0.772,pedestrian,0.302,1.86,0.067,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0191,VH_012,2026-01-02T06:17:00,夜间行人漏检,夜间,城市道路,44.04,-2.23,6.73,true,false,0.848,pedestrian,0.407,2.56,0.220,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0192,VH_013,2026-01-02T06:24:00,夜间行人漏检,夜间,城市道路,56.53,-4.65,-6.73,false,false,0.700,pedestrian,0.204,1.21,-0.076,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0193,VH_014,2026-01-02T06:31:00,夜间行人漏检,夜间,城市道路,32.29,-3.40,0.20,false,false,0.776,pedestrian,0.309,1.90,0.076,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0194,VH_015,2026-01-02T06:38:00,夜间行人漏检,夜间,城市道路,44.78,-2.16,7.14,false,false,0.853,pedestrian,0.413,2.60,-0.220,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0195,VH_016,2026-01-02T06:45:00,夜间行人漏检,夜间,城市道路,57.27,-4.58,-6.33,false,false,0.704,pedestrian,0.211,1.25,-0.067,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0196,VH_017,2026-01-02T06:52:00,夜间行人漏检,夜间,城市道路,33.02,-3.33,0.61,true,true,0.781,pedestrian,0.315,1.94,0.085,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0197,VH_018,2026-01-02T06:59:00,夜间行人漏检,夜间,城市道路,45.51,-2.08,7.55,false,false,0.857,pedestrian,0.419,2.64,-0.211,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0198,VH_019,2026-01-02T07:06:00,夜间行人漏检,夜间,城市道路,58.00,-4.51,-5.92,false,false,0.709,pedestrian,0.217,1.29,-0.058,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0199,VH_020,2026-01-02T07:13:00,夜间行人漏检,夜间,城市道路,33.76,-3.26,1.02,false,false,0.785,pedestrian,0.321,1.98,0.094,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0200,VH_021,2026-01-02T07:20:00,夜间行人漏检,夜间,城市道路,46.24,-2.01,7.96,false,false,0.862,pedestrian,0.425,2.68,-0.202,弱光行人目标漏检风险,迟滞避让,夜间弱光区域行人目标短暂漏检，制动和避让决策出现延迟。
EVT_0201,VH_022,2026-01-02T07:27:00,匝道规划轨迹偏移,阴,匝道,35.00,-3.11,-9.92,true,false,0.635,none,0.017,5.33,0.514,匝道边界识别正常,规划轨迹横向偏移,匝道曲率变化处规划轨迹横向偏移，车辆贴近车道边界。
EVT_0202,VH_023,2026-01-02T07:34:00,匝道规划轨迹偏移,阴,匝道,47.84,-2.14,2.57,false,false,0.718,none,0.059,7.06,0.687,匝道边界识别正常,规划轨迹横向偏移,匝道曲率变化处规划轨迹横向偏移，车辆贴近车道边界。
EVT_0203,VH_024,2026-01-02T07:41:00,匝道规划轨迹偏移,阴,匝道,60.67,-1.17,15.06,false,false,0.801,none,0.100,8.80,0.351,匝道边界识别正常,规划轨迹横向偏移,匝道曲率变化处规划轨迹横向偏移，车辆贴近车道边界。
EVT_0204,VH_025,2026-01-02T07:48:00,匝道规划轨迹偏移,阴,匝道,35.76,-3.06,-9.18,false,false,0.640,none,0.020,5.43,0.524,匝道边界识别正常,规划轨迹横向偏移,匝道曲率变化处规划轨迹横向偏移，车辆贴近车道边界。
EVT_0205,VH_026,2026-01-02T07:55:00,匝道规划轨迹偏移,阴,匝道,48.59,-2.09,3.31,true,false,0.723,none,0.061,7.16,0.698,匝道边界识别正常,规划轨迹横向偏移,匝道曲率变化处规划轨迹横向偏移，车辆贴近车道边界。
EVT_0206,VH_027,2026-01-02T08:02:00,匝道规划轨迹偏移,阴,匝道,61.43,-1.11,15.80,false,false,0.806,none,0.103,8.90,0.361,匝道边界识别正常,规划轨迹横向偏移,匝道曲率变化处规划轨迹横向偏移，车辆贴近车道边界。
EVT_0207,VH_028,2026-01-02T08:09:00,匝道规划轨迹偏移,阴,匝道,36.51,-3.00,-8.45,false,false,0.644,none,0.022,5.53,0.534,匝道边界识别正常,规划轨迹横向偏移,匝道曲率变化处规划轨迹横向偏移，车辆贴近车道边界。
